"","idx","name","selected","f[(1)](id, age)","f[(2)](age)","f[(3)](diseaseAge)","f[(4)](sex, age)","f[(5)](group)","noise","max(Rhat)","n","N","N_cases","flag","N_b05","N_b02","NA"
"189",189,"P19971","f[(1)](id, age), f[(2)](age)",0.128,0.082,0.003,0.004,0.031,0.753,1.002,189,21,11,0,2,11,0
"190",190,"P13798","f[(2)](age), f[(1)](id, age)",0.2,0.219,0.013,0.002,0.002,0.563,1.002,189,21,11,0,4,11,0
"191",191,"P48551","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.468,0.054,0.009,0.053,0.007,0.409,1.002,189,21,11,0,3,10,0
"192",192,"C9JV77","f[(1)](id, age), f[(5)](group)",0.734,0.002,0.008,0.002,0.11,0.145,1.002,140,16,9,0,2,6,0
"193",193,"Q92823","f[(2)](age), f[(1)](id, age)",0.243,0.334,0.011,0.029,0.003,0.379,1.002,189,21,11,0,4,10,0
"194",194,"O43790","f[(1)](id, age), f[(5)](group)",0.451,0.003,0.007,0.025,0.152,0.362,1.002,116,13,9,0,1,9,0
"195",195,"P02533","f[(1)](id, age)",0.366,0.003,0.005,0.004,0.001,0.623,1.002,189,21,11,0,5,10,0
"196",196,"P02538","f[(1)](id, age)",0.162,0.001,0.007,0.003,0.001,0.827,1.002,189,21,11,0,6,10,0
"197",197,"P02768","f[(2)](age), f[(5)](group)",0.008,0.032,0.014,0.001,0.029,0.916,1.002,189,21,11,0,5,9,0
"198",198,"P07477","f[(1)](id, age)",0.559,0.008,0.006,0.01,0.002,0.416,1.002,189,21,11,0,3,11,0
"199",199,"P08779","f[(1)](id, age)",0.326,0.001,0.006,0.001,0.009,0.657,1.003,189,21,11,0,6,10,0
"200",200,"P13645","f[(1)](id, age), f[(3)](diseaseAge)",0.241,0,0.025,0.013,0.019,0.702,1.003,189,21,11,0,5,7,0
"201",201,"P13647","f[(1)](id, age)",0.23,0.001,0.015,0.004,0.006,0.746,1.002,189,21,11,0,5,8,0
"202",202,"P35908","f[(1)](id, age)",0.23,0.001,0.008,0.011,0.004,0.746,1.002,189,21,11,0,5,11,0
"203",203,"P48668","f[(1)](id, age)",0.222,0.001,0.005,0.002,0.001,0.768,1.002,153,17,7,0,1,7,0
"204",204,"Q04695","f[(1)](id, age)",0.305,0.005,0.003,0.002,0,0.685,1.004,189,21,11,0,1,11,0
"205",205,"Q15323","f[(1)](id, age), f[(5)](group)",0.422,0.005,0.009,0.019,0.27,0.276,1.003,135,15,11,0,2,11,0
"206",206,"Q86Y46","f[(1)](id, age)",0.29,0.003,0.011,0.008,0.01,0.679,1.002,189,21,11,0,3,11,0
"207",207,"Q5D862","f[(1)](id, age), f[(4)](sex, age)",0.038,0.008,0.015,0.023,0.019,0.897,1.004,117,13,8,0,4,6,0
"208",208,"Q8N1N4","f[(1)](id, age)",0.397,0.001,0.008,0.003,0.005,0.585,1.003,162,18,10,0,4,9,0
"209",209,"Q7Z794","f[(1)](id, age), f[(4)](sex, age)",0.097,0.005,0.006,0.036,0.03,0.825,1.004,144,16,9,0,2,9,0
"210",210,"P13501","f[(1)](id, age)",0.672,0.008,0.02,0.018,0.004,0.279,1.002,180,20,11,0,5,7,0
"211",211,"D3DSM0","f[(1)](id, age), f[(2)](age)",0.235,0.185,0.008,0.037,0.001,0.534,1.003,189,21,11,0,3,11,0
"212",212,"Q7Z7G0","f[(2)](age), f[(1)](id, age)",0.277,0.292,0.008,0.015,0.001,0.407,1.002,189,21,11,0,4,11,0
"213",213,"P02746","f[(1)](id, age), f[(2)](age)",0.382,0.208,0.002,0.023,0.006,0.377,1.002,189,21,11,0,1,11,0
"214",214,"Q13557","f[(1)](id, age), f[(3)](diseaseAge), f[(2)](age)",0.562,0.055,0.126,0.001,0.033,0.222,1.002,98,11,3,0,1,1,0
"215",215,"Q9NQ76","f[(2)](age), f[(1)](id, age)",0.272,0.382,0.007,0.005,0.012,0.322,1.003,189,21,11,0,2,11,0
"216",216,"D6RAR4","f[(1)](id, age), f[(3)](diseaseAge)",0.549,0.028,0.18,0.009,0.001,0.232,1.002,189,21,11,0,2,5,0
"217",217,"Q9BT78","f[(1)](id, age), f[(2)](age)",0.295,0.129,0.006,0.004,0.021,0.545,1.003,184,21,11,0,4,11,0
"218",218,"O94856","f[(1)](id, age), f[(5)](group)",0.29,0.033,0.012,0.002,0.045,0.617,1.002,135,15,10,0,2,10,0
"219",219,"D6RE86","f[(1)](id, age), f[(2)](age)",0.428,0.09,0.009,0.005,0.007,0.46,1.003,189,21,11,0,5,9,0
"220",220,"Q9H173","f[(1)](id, age)",0.754,0.007,0.002,0.001,0.014,0.222,1.002,189,21,11,0,3,11,0
"221",221,"O00584","f[(1)](id, age), f[(2)](age)",0.647,0.063,0.007,0.007,0.001,0.275,1.002,189,21,11,0,6,11,0
"222",222,"D6RF35","f[(1)](id, age), f[(5)](group)",0.879,0,0.01,0.001,0.087,0.023,1.003,189,21,11,0,3,5,0
"223",223,"Q99715","f[(2)](age), f[(1)](id, age)",0.079,0.588,0.003,0.01,0.003,0.317,1.003,189,21,11,0,3,11,0
"224",224,"P16871","f[(1)](id, age)",0.703,0.023,0.006,0.004,0.007,0.257,1.003,108,12,4,0,0,4,0
"225",225,"O94903","f[(1)](id, age), f[(2)](age)",0.572,0.041,0.007,0.019,0.01,0.35,1.006,126,14,8,0,3,8,0
"226",226,"P16949","f[(1)](id, age)",0.065,0.004,0.005,0.002,0.001,0.923,1.003,189,21,11,0,2,11,0
"227",227,"Q8TDQ0","f[(1)](id, age)",0.366,0.022,0.013,0.011,0.001,0.587,1.002,99,11,2,0,1,2,0
"228",228,"Q15043","f[(1)](id, age), f[(2)](age)",0.314,0.107,0.013,0.018,0.002,0.546,1.003,189,21,11,0,4,9,0
"229",229,"O75347","f[(2)](age), f[(1)](id, age)",0.049,0.079,0.007,0.006,0.007,0.852,1.004,189,21,11,0,0,11,0
"230",230,"P62158","f[(1)](id, age)",0.11,0.018,0.003,0.007,0.001,0.86,1.003,188,21,11,0,1,11,0
"231",231,"Q99952","f[(1)](id, age), f[(2)](age)",0.152,0.086,0.004,0.024,0.001,0.733,1.005,108,12,5,0,0,5,0
"232",232,"Q13510","f[(1)](id, age), f[(4)](sex, age)",0.485,0.007,0.006,0.048,0.001,0.453,1.002,117,13,8,0,2,8,0
"233",233,"P61916","f[(1)](id, age), f[(2)](age)",0.389,0.075,0.003,0.001,0.008,0.523,1.002,189,21,11,0,4,11,0
"234",234,"P58215","f[(1)](id, age), f[(2)](age)",0.318,0.114,0.012,0.033,0.001,0.522,1.004,124,14,10,0,3,10,0
"235",235,"P04070","f[(1)](id, age)",0.4,0.024,0.002,0.013,0.004,0.557,1.003,189,21,11,0,0,11,0
"236",236,"P12111","f[(1)](id, age), f[(2)](age)",0.439,0.052,0.013,0.006,0.01,0.479,1.002,180,20,11,0,6,10,0
"237",237,"Q9H2X3","f[(1)](id, age)",0.44,0.028,0.005,0.007,0.003,0.517,1.002,153,17,10,0,2,10,0
"238",238,"Q16181","f[(2)](age), f[(1)](id, age)",0.056,0.115,0.006,0.012,0.001,0.81,1.004,189,21,11,0,3,11,0
"239",239,"P28827","f[(1)](id, age)",0.624,0.007,0.004,0.008,0,0.357,1.002,189,21,11,0,5,11,0
"240",240,"P37840","f[(1)](id, age), f[(2)](age)",0.22,0.128,0.004,0.004,0.011,0.633,1.002,153,17,8,0,1,8,0
"241",241,"P22105","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.397,0.091,0.012,0.005,0.039,0.456,1.003,189,21,11,0,3,11,0
"242",242,"P16278","f[(1)](id, age)",0.569,0.004,0.002,0.002,0.027,0.395,1.001,142,16,8,0,2,8,0
"243",243,"P15311","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.466,0.123,0.007,0.07,0.005,0.329,1.002,189,21,11,0,4,10,0
"244",244,"P51659","f[(1)](id, age), f[(4)](sex, age)",0.201,0.01,0.005,0.111,0.006,0.667,1.008,135,15,8,0,1,8,0
"245",245,"P02788","f[(1)](id, age), f[(4)](sex, age), f[(2)](age)",0.341,0.04,0.016,0.073,0.007,0.523,1.005,189,21,11,0,4,10,0
"246",246,"Q9UIA9","f[(2)](age), f[(1)](id, age)",0.074,0.134,0.013,0.016,0.001,0.762,1.002,110,13,7,0,3,7,0
"247",247,"E7ESP4","f[(2)](age), f[(1)](id, age), f[(3)](diseaseAge)",0.13,0.156,0.049,0.003,0.042,0.621,1.003,189,21,11,0,4,7,0
"248",248,"P05156","f[(1)](id, age)",0.157,0.009,0.007,0.005,0.001,0.821,1.002,189,21,11,0,3,11,0
"249",249,"E7ETN3","f[(1)](id, age)",0.464,0.023,0.011,0.001,0.001,0.5,1.002,189,21,11,0,6,9,0
"250",250,"Q13822","f[(2)](age), f[(1)](id, age)",0.166,0.49,0.004,0.013,0.006,0.321,1.002,189,21,11,0,4,11,0
"251",251,"P10163","f[(1)](id, age)",0.662,0.003,0.013,0.002,0.002,0.319,1.002,162,18,9,0,2,8,0
"252",252,"P22234","f[(2)](age), f[(3)](diseaseAge), f[(1)](id, age)",0.03,0.186,0.04,0.011,0.019,0.714,1.002,98,11,6,0,2,4,0
"253",253,"Q9Y2E5","f[(1)](id, age), f[(5)](group)",0.692,0.025,0.001,0.002,0.058,0.222,1.004,162,18,10,0,1,10,0
"254",254,"P15121","f[(1)](id, age), f[(4)](sex, age)",0.085,0.006,0.005,0.031,0.018,0.855,1.002,135,15,9,0,0,9,0
"255",255,"P35916","f[(1)](id, age)",0.573,0.017,0.004,0.005,0.02,0.38,1.003,189,21,11,0,2,11,0
"256",256,"P07333","f[(1)](id, age), f[(2)](age)",0.421,0.076,0.008,0.003,0.005,0.487,1.002,189,21,11,0,4,11,0
"257",257,"Q5T7F0","f[(1)](id, age), f[(2)](age)",0.438,0.048,0.003,0.002,0.001,0.508,1.002,189,21,11,0,1,11,0
"258",258,"P09622","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.33,0.219,0.002,0.099,0.001,0.348,1.003,189,21,11,0,0,11,0
"259",259,"Q9Y2Q3","f[(2)](age), f[(1)](id, age), f[(3)](diseaseAge)",0.09,0.187,0.023,0.019,0.02,0.661,1.003,126,14,7,0,3,4,0
"260",260,"E9PFZ2","f[(1)](id, age), f[(4)](sex, age)",0.925,0,0,0.062,0.006,0.007,1.002,117,13,11,0,0,11,0
"261",261,"Q6ZR08","f[(1)](id, age), f[(2)](age)",0.716,0.034,0.001,0.031,0,0.217,1.003,171,19,9,0,2,9,0
"262",262,"P54764","f[(2)](age), f[(1)](id, age)",0.072,0.586,0.019,0.003,0.006,0.314,1.002,189,21,11,0,5,7,0
"263",263,"Q15262","f[(1)](id, age), f[(2)](age)",0.462,0.088,0.005,0.001,0.003,0.441,1.003,189,21,11,0,4,11,0
"264",264,"P05452","f[(1)](id, age)",0.707,0.004,0.003,0.002,0.003,0.28,1.002,189,21,11,0,3,11,0
"265",265,"Q12866","f[(1)](id, age), f[(2)](age)",0.524,0.115,0.006,0.001,0.006,0.349,1.001,189,21,11,0,5,10,0
"266",266,"P23528","f[(2)](age), f[(1)](id, age)",0.091,0.091,0.009,0.012,0.001,0.796,1.002,189,21,11,0,2,11,0
"267",267,"Q13630","f[(2)](age), f[(1)](id, age)",0.304,0.326,0.02,0.004,0.006,0.339,1.002,108,12,4,0,2,3,0
"268",268,"P55786","f[(1)](id, age)",0.416,0.017,0.01,0.011,0.003,0.543,1.002,189,21,11,0,1,11,0
"269",269,"P13987","f[(1)](id, age), f[(2)](age)",0.355,0.208,0.007,0.011,0.001,0.419,1.003,189,21,11,0,6,11,0
"270",270,"O95084","f[(2)](age), f[(1)](id, age)",0.266,0.404,0.02,0.019,0.011,0.281,1.001,108,12,6,0,2,5,0
"271",271,"O95967","f[(1)](id, age), f[(5)](group), f[(4)](sex, age)",0.487,0.025,0.002,0.026,0.068,0.391,1.004,171,19,10,0,0,10,0
"272",272,"Q96FW1","f[(4)](sex, age), f[(1)](id, age)",0.055,0.005,0.023,0.154,0.022,0.741,1.004,108,12,9,0,3,8,0
"273",273,"P08195","f[(1)](id, age)",0.574,0.004,0.002,0.016,0.007,0.397,1.002,189,21,11,0,3,11,0
"274",274,"Q86VB7","f[(1)](id, age), f[(2)](age)",0.439,0.089,0.005,0.009,0,0.457,1.002,189,21,11,0,5,11,0
"275",275,"Q96BZ4","f[(1)](id, age), f[(2)](age)",0.514,0.325,0.002,0.004,0.027,0.128,1.003,189,21,11,0,2,11,0
"276",276,"P55209","f[(1)](id, age), f[(2)](age)",0.184,0.056,0.006,0.008,0.001,0.745,1.002,189,21,11,0,4,11,0
"277",277,"Q9UBP4","f[(1)](id, age), f[(2)](age)",0.53,0.024,0.004,0.017,0.02,0.406,1.006,189,21,11,0,2,11,0
"278",278,"Q9HC38","f[(1)](id, age), f[(2)](age)",0.308,0.116,0.006,0.007,0.001,0.562,1.002,171,19,9,0,3,9,0
"279",279,"Q15257","f[(1)](id, age), f[(2)](age)",0.429,0.047,0.003,0.005,0,0.515,1.002,180,20,10,0,3,10,0
"280",280,"P43487","f[(2)](age), f[(1)](id, age)",0.162,0.227,0.007,0.004,0.001,0.599,1.012,143,16,8,0,2,8,0
"281",281,"Q8N4A0","f[(1)](id, age), f[(2)](age)",0.612,0.068,0.008,0.018,0.001,0.293,1.002,126,14,4,0,1,3,0
"282",282,"Q99435","f[(2)](age), f[(1)](id, age)",0.177,0.609,0.017,0.004,0.001,0.192,1.003,189,21,11,0,5,8,0
"283",283,"Q9H159","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.595,0.093,0.003,0.002,0.045,0.261,1.001,171,19,11,0,3,11,0
"284",284,"P36873","f[(2)](age), f[(1)](id, age)",0.042,0.148,0.011,0.013,0.02,0.766,1.002,126,14,7,0,2,7,0
"285",285,"P54819","f[(2)](age), f[(1)](id, age)",0.089,0.186,0.002,0.004,0.002,0.717,1.002,170,19,10,0,1,10,0
"286",286,"P50281","f[(2)](age), f[(1)](id, age)",0.113,0.216,0.011,0.008,0.006,0.646,1.002,180,20,11,0,4,11,0
"287",287,"Q99542","f[(1)](id, age)",0.396,0.006,0.003,0.007,0,0.587,1.003,180,20,11,0,3,11,0
"288",288,"Q9HCK4","f[(1)](id, age), f[(2)](age)",0.527,0.109,0.005,0.033,0.002,0.324,1.004,162,18,8,0,1,8,0
"289",289,"O00461","f[(1)](id, age), f[(2)](age)",0.401,0.118,0.007,0.002,0.007,0.466,1.003,189,21,11,0,4,11,0
"290",290,"P48740","f[(1)](id, age)",0.746,0.002,0.002,0.005,0,0.245,1.003,189,21,11,0,0,11,0
"291",291,"Q9Y6X6","f[(1)](id, age)",0.35,0.01,0.003,0.01,0.002,0.624,1.002,189,21,11,0,1,11,0
"292",292,"O43493","f[(1)](id, age), f[(2)](age)",0.668,0.053,0.002,0.034,0.006,0.237,1.003,188,21,11,0,0,11,0
"293",293,"P59998","f[(1)](id, age), f[(2)](age)",0.121,0.093,0.006,0.006,0.02,0.753,1.003,189,21,11,0,4,11,0
"294",294,"Q96AP7","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.482,0.075,0.012,0.031,0.022,0.379,1.003,189,21,11,0,2,11,0
"295",295,"P02786","f[(2)](age), f[(1)](id, age)",0.208,0.276,0.034,0.007,0.004,0.47,1.002,189,21,11,0,3,6,0
"296",296,"Q9NY33","f[(1)](id, age), f[(2)](age)",0.147,0.061,0.018,0.002,0.001,0.771,1.002,180,20,10,0,4,9,0
"297",297,"O95998","f[(1)](id, age), f[(2)](age)",0.528,0.05,0.015,0.002,0.003,0.403,1.002,189,21,11,0,5,9,0
"298",298,"Q9UK55","f[(1)](id, age), f[(2)](age)",0.554,0.031,0.025,0.006,0.001,0.383,1.003,189,21,11,0,4,7,0
"299",299,"Q14767","f[(1)](id, age)",0.561,0.001,0.015,0.015,0.01,0.398,1.001,161,18,10,0,2,9,0
"300",300,"Q9UBX5","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.332,0.116,0.023,0.042,0.003,0.483,1.007,170,19,11,0,4,9,0
"301",301,"P60900","f[(1)](id, age), f[(2)](age)",0.505,0.044,0.006,0.003,0.007,0.434,1.002,189,21,11,0,4,11,0
"302",302,"P07942","f[(1)](id, age), f[(2)](age)",0.421,0.134,0.005,0.008,0.014,0.416,1.004,189,21,11,0,2,11,0
"303",303,"P26927","f[(1)](id, age), f[(2)](age)",0.834,0.047,0.001,0.001,0.011,0.105,1.002,189,21,11,0,4,11,0
"304",304,"P49747","f[(1)](id, age), f[(2)](age)",0.232,0.106,0.002,0.004,0.004,0.651,1.002,189,21,11,0,1,11,0
"305",305,"O00560","f[(1)](id, age), f[(2)](age)",0.632,0.056,0.008,0.003,0.008,0.293,1.002,99,11,7,0,2,7,0
"306",306,"Q9HDC9","f[(1)](id, age), f[(2)](age)",0.581,0.128,0.002,0.029,0.001,0.26,1.002,189,21,11,0,2,11,0
"307",307,"P16070","f[(1)](id, age), f[(2)](age)",0.351,0.117,0.002,0.021,0.001,0.507,1.004,189,21,11,0,1,11,0
"308",308,"P29017","f[(1)](id, age)",0.616,0.005,0.005,0.003,0.034,0.337,1.003,117,13,5,0,0,5,0
"309",309,"Q5TCQ3","f[(2)](age), f[(1)](id, age)",0.153,0.366,0.002,0.003,0,0.475,1.002,117,13,3,0,0,3,0
"310",310,"P03952","f[(1)](id, age), f[(2)](age)",0.729,0.039,0.006,0.008,0.003,0.215,1.002,189,21,11,0,2,11,0
"311",311,"O76061","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.225,0.145,0.016,0.041,0.016,0.557,1.002,153,17,10,0,3,9,0
"312",312,"P01130","f[(2)](age), f[(1)](id, age), f[(5)](group)",0.232,0.244,0.006,0.017,0.04,0.462,1.004,189,21,11,0,5,11,0
"313",313,"Q8TF62","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.271,0.087,0.002,0.01,0.068,0.562,1.002,117,13,6,0,0,6,0
"314",314,"Q13449","f[(1)](id, age), f[(2)](age)",0.376,0.158,0.004,0.003,0.013,0.446,1.003,189,21,11,0,0,11,0
"315",315,"P62491","f[(3)](diseaseAge), f[(2)](age), f[(5)](group)",0.021,0.069,0.153,0.003,0.049,0.705,1.003,171,19,9,0,2,2,0
"316",316,"P06865","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.31,0.131,0.022,0.054,0.001,0.482,1.004,189,21,11,0,4,7,0
"317",317,"Q92736","f[(1)](id, age), f[(2)](age)",0.536,0.023,0.013,0.009,0.005,0.413,1.002,153,17,9,0,2,7,0
"318",318,"Q96NZ9","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.515,0.092,0.005,0,0.158,0.23,1.003,189,21,11,0,3,11,0
"319",319,"P09493","f[(1)](id, age), f[(2)](age)",0.256,0.052,0.009,0.025,0.001,0.658,1.004,177,20,11,0,2,11,0
"320",320,"H7BZ55","f[(1)](id, age), f[(4)](sex, age)",0.603,0.032,0.004,0.085,0.001,0.275,1.003,189,21,11,0,3,11,0
"321",321,"Q15435","f[(1)](id, age), f[(2)](age)",0.213,0.032,0.003,0.014,0.012,0.727,1.004,189,21,11,0,1,11,0
"322",322,"Q93070","f[(1)](id, age), f[(4)](sex, age), f[(2)](age)",0.615,0.061,0.015,0.066,0.023,0.221,1.002,162,18,8,0,5,5,0
"323",323,"Q13554","f[(1)](id, age), f[(2)](age)",0.738,0.193,0,0.018,0.001,0.049,1.002,117,13,3,0,0,2,0
"324",324,"Q96JN2","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.46,0.062,0.007,0.056,0.001,0.413,1.002,108,12,11,0,3,11,0
"325",325,"H7C5R1","f[(2)](age), f[(1)](id, age)",0.091,0.191,0.014,0.025,0.004,0.675,1.002,144,16,9,0,3,9,0
"326",326,"O15394","f[(1)](id, age), f[(2)](age)",0.547,0.037,0.004,0.013,0.008,0.39,1.002,189,21,11,0,5,11,0
"327",327,"Q13404","f[(2)](age), f[(1)](id, age)",0.096,0.124,0.005,0.011,0.003,0.761,1.004,189,21,11,0,2,11,0
"328",328,"Q01484","f[(2)](age), f[(1)](id, age), f[(5)](group)",0.07,0.553,0.023,0.002,0.048,0.305,1.004,161,18,9,0,5,6,0
"329",329,"P22607","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.469,0.107,0.001,0.003,0.104,0.315,1.002,180,20,10,0,1,10,0
"330",330,"O00233","f[(2)](age), f[(1)](id, age)",0.208,0.413,0.009,0.007,0.015,0.349,1.002,144,16,7,0,3,7,0
"331",331,"J3KN67","f[(1)](id, age), f[(2)](age)",0.344,0.045,0.005,0.009,0.019,0.578,1.002,115,13,6,0,2,6,0
"332",332,"P49913","f[(1)](id, age), f[(2)](age)",0.45,0.097,0.01,0.016,0.001,0.425,1.002,189,21,11,0,3,11,0
"333",333,"O14618","f[(2)](age), f[(1)](id, age)",0.089,0.199,0.004,0.001,0.001,0.707,1.003,189,21,11,0,2,11,0
"334",334,"Q9NPR2","f[(1)](id, age), f[(2)](age)",0.348,0.103,0.004,0.004,0.007,0.533,1.002,189,21,11,0,4,11,0
"335",335,"P54108","f[(1)](id, age), f[(2)](age)",0.593,0.149,0.007,0.002,0.001,0.248,1.002,189,21,11,0,3,10,0
"336",336,"P22455","f[(1)](id, age), f[(2)](age)",0.564,0.036,0.006,0.03,0.002,0.362,1.004,135,15,5,0,1,5,0
"337",337,"P58335","f[(1)](id, age)",0.608,0.009,0.011,0.007,0.005,0.361,1.002,153,17,9,0,3,9,0
"338",338,"P30046","f[(1)](id, age), f[(2)](age)",0.826,0.06,0.001,0.004,0.017,0.092,1.002,180,20,10,0,1,10,0
"339",339,"Q9NTK5","f[(2)](age), f[(1)](id, age)",0.155,0.159,0.007,0.004,0.001,0.674,1.002,189,21,11,0,1,11,0
"340",340,"P78509","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.446,0.081,0.011,0.064,0,0.397,1.002,189,21,11,0,4,10,0
"341",341,"Q8WVN6","f[(1)](id, age), f[(2)](age)",0.465,0.112,0.02,0.01,0.01,0.384,1.004,187,21,11,0,4,11,0
"342",342,"P09564","f[(1)](id, age), f[(2)](age)",0.447,0.206,0.015,0.014,0.001,0.317,1.003,171,19,11,0,4,8,0
"343",343,"P04626","f[(1)](id, age), f[(4)](sex, age)",0.45,0.006,0.022,0.042,0.014,0.466,1.012,117,13,8,0,1,8,0
"344",344,"P19105","f[(1)](id, age), f[(2)](age)",0.219,0.042,0.011,0.011,0.001,0.715,1.002,138,16,7,0,2,7,0
"345",345,"P13598","f[(1)](id, age), f[(2)](age)",0.448,0.025,0.006,0.016,0.018,0.488,1.003,189,21,11,0,5,11,0
"346",346,"O75144","f[(1)](id, age), f[(2)](age)",0.617,0.038,0.012,0.009,0.001,0.324,1.002,189,21,11,0,2,11,0
"347",347,"Q8IYT4","f[(2)](age), f[(1)](id, age)",0.062,0.116,0.004,0.003,0.011,0.805,1.006,189,21,11,0,1,11,0
"348",348,"O95834","f[(1)](id, age), f[(2)](age)",0.265,0.061,0.012,0.029,0.002,0.632,1.002,179,20,10,0,1,9,0
"349",349,"Q99426","f[(5)](group), f[(4)](sex, age), f[(1)](id, age)",0.053,0.023,0.008,0.082,0.089,0.744,1.002,108,12,8,0,3,8,0
"350",350,"P14314","f[(1)](id, age), f[(2)](age)",0.389,0.09,0.007,0.005,0.024,0.486,1.002,189,21,11,0,4,11,0
"351",351,"Q99497","f[(2)](age), f[(1)](id, age)",0.063,0.11,0.004,0.007,0.004,0.812,1.003,189,21,11,0,2,11,0
"352",352,"O43765","f[(1)](id, age), f[(2)](age)",0.084,0.052,0.003,0.018,0.002,0.841,1.002,108,12,6,0,1,6,0
"353",353,"Q13526","f[(4)](sex, age), f[(2)](age), f[(1)](id, age), f[(5)](group)",0.058,0.063,0.028,0.146,0.033,0.671,1.004,108,12,9,0,1,9,0
"354",354,"Q8IUL8","f[(2)](age), f[(1)](id, age)",0.106,0.185,0.003,0.001,0,0.704,1.002,189,21,11,0,1,11,0
"355",355,"P02655","f[(1)](id, age)",0.378,0.002,0.009,0.008,0.001,0.602,1.003,189,21,11,0,1,11,0
"356",356,"P00746","f[(1)](id, age), f[(2)](age)",0.347,0.306,0.003,0.038,0.004,0.303,1.01,189,21,11,0,1,11,0
"357",357,"P02654","f[(1)](id, age)",0.628,0.001,0.004,0.024,0.006,0.336,1.002,189,21,11,0,1,11,0
"358",358,"P55083","f[(1)](id, age)",0.616,0.002,0.002,0.011,0.022,0.348,1.002,162,18,8,0,1,8,0
"359",359,"P55899","f[(1)](id, age), f[(3)](diseaseAge)",0.523,0.019,0.304,0.002,0.005,0.146,1.054,179,20,10,0,1,1,0
"360",360,"Q9NNX6","f[(1)](id, age), f[(5)](group)",0.471,0.014,0.01,0.022,0.068,0.415,1.002,108,12,8,0,5,7,0
"361",361,"Q03405","f[(1)](id, age), f[(5)](group), f[(4)](sex, age)",0.705,0.021,0.005,0.026,0.039,0.203,1.004,108,12,8,0,1,8,0
"362",362,"P08637","f[(1)](id, age), f[(2)](age)",0.658,0.09,0.003,0.005,0.007,0.236,1.003,189,21,11,0,1,11,0
"363",363,"O75015","f[(1)](id, age), f[(2)](age)",0.755,0.092,0.001,0.017,0.003,0.132,1.003,180,20,10,0,1,10,0
"364",364,"O00151","f[(1)](id, age), f[(2)](age)",0.087,0.085,0.012,0.029,0.001,0.786,1.003,189,21,11,0,3,11,0
"365",365,"O00161","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge), f[(4)](sex, age)",0.076,0.044,0.037,0.028,0.025,0.792,1.003,126,14,8,0,2,7,0
"366",366,"O00187","f[(1)](id, age)",0.656,0.023,0.002,0.009,0.001,0.309,1.003,189,21,11,0,2,11,0
"367",367,"O00194","f[(1)](id, age), f[(4)](sex, age), f[(2)](age)",0.168,0.046,0.01,0.096,0.003,0.677,1.003,108,12,9,0,2,9,0
"368",368,"O00241","f[(1)](id, age), f[(5)](group), f[(3)](diseaseAge)",0.443,0.029,0.04,0.004,0.047,0.438,1.003,144,16,8,0,4,5,0
"369",369,"O00299","f[(2)](age), f[(1)](id, age)",0.081,0.088,0.009,0.012,0.001,0.809,1.002,189,21,11,0,3,11,0
"370",370,"O00339","f[(2)](age), f[(1)](id, age), f[(5)](group)",0.204,0.279,0.004,0.004,0.137,0.372,1.002,189,21,11,0,3,11,0
"371",371,"O00391","f[(1)](id, age)",0.815,0.034,0.002,0.001,0.003,0.145,1.003,189,21,11,0,1,11,0
"372",372,"O00429","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge)",0.126,0.113,0.036,0.015,0.003,0.707,1.007,189,21,11,0,2,4,0
"373",373,"O00451","f[(1)](id, age), f[(2)](age)",0.396,0.13,0.004,0.006,0.001,0.463,1.002,189,21,11,0,4,11,0
"374",374,"O00462","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.338,0.288,0.006,0.103,0.001,0.264,1.003,189,21,11,0,2,11,0
"375",375,"O00468","f[(1)](id, age)",0.586,0.006,0.002,0.009,0.001,0.397,1.002,189,21,11,0,2,11,0
"376",376,"O00507","f[(1)](id, age)",0.66,0.022,0.002,0.007,0.015,0.296,1.003,99,11,6,0,0,6,0
"377",377,"O00533","f[(1)](id, age)",0.58,0.004,0.003,0.005,0.001,0.407,1.002,189,21,11,0,4,11,0
"378",378,"O00592","f[(1)](id, age)",0.626,0.009,0.002,0.019,0.013,0.331,1.003,189,21,11,0,1,11,0
"379",379,"O00602","f[(1)](id, age), f[(4)](sex, age)",0.428,0.013,0.005,0.109,0.002,0.444,1.002,171,19,10,0,3,10,0
"380",380,"O00754","f[(1)](id, age)",0.814,0.028,0.002,0.002,0.001,0.154,1.002,143,16,9,0,1,9,0
