"","idx","name","selected","f[(1)](id, age)","f[(2)](age)","f[(3)](diseaseAge)","f[(4)](sex, age)","f[(5)](group)","noise","max(Rhat)","n","N","N_cases","flag"
"895",895,"P31946","f[(2)](age), f[(1)](id, age)",0.057,0.094,0.001,0.009,0.001,0.838,1.003,189,21,11,0
"896",896,"P31947","f[(2)](age), f[(1)](id, age)",0.075,0.125,0.003,0.017,0,0.78,1.002,180,20,10,0
"897",897,"P31948","f[(1)](id, age), f[(2)](age)",0.148,0.11,0.001,0.009,0.002,0.729,1.003,189,21,11,0
"898",898,"P31949","f[(1)](id, age), f[(4)](sex, age)",0.153,0.019,0.002,0.091,0.001,0.734,1.004,144,16,10,0
"899",899,"P32004","f[(1)](id, age), f[(2)](age)",0.482,0.09,0.003,0.02,0.008,0.397,1.001,189,21,11,0
"900",900,"P32119","f[(2)](age), f[(1)](id, age)",0.2,0.425,0.011,0.004,0.001,0.36,1.001,189,21,11,0
"901",901,"P32320","f[(1)](id, age)",0.703,0.005,0.002,0.015,0.005,0.27,1.001,144,16,11,0
"902",902,"P32754","f[(1)](id, age)",0.538,0.011,0.001,0.001,0.011,0.438,1.002,144,16,8,0
"903",903,"P32942","f[(1)](id, age), f[(2)](age)",0.383,0.193,0.004,0.01,0.021,0.389,1.001,189,21,11,0
"904",904,"P33151","f[(1)](id, age), f[(2)](age)",0.672,0.055,0.001,0.011,0.002,0.259,1.002,189,21,11,0
"905",905,"P33908","f[(1)](id, age), f[(2)](age)",0.316,0.051,0.008,0.005,0.003,0.617,1.001,189,21,11,0
"906",906,"P34059","f[(1)](id, age), f[(2)](age)",0.618,0.094,0.008,0.015,0.006,0.258,1.001,144,16,10,0
"907",907,"P34096","f[(1)](id, age)",0.526,0.031,0.004,0.003,0.001,0.435,1.001,189,21,11,0
"908",908,"P34932","f[(1)](id, age), f[(2)](age)",0.198,0.046,0.001,0.015,0.002,0.738,1.003,189,21,11,0
"909",909,"P35052","f[(1)](id, age), f[(4)](sex, age), f[(2)](age)",0.426,0.075,0.001,0.177,0.033,0.288,1.002,189,21,11,0
"910",910,"P35241","f[(1)](id, age)",0.075,0.003,0.003,0.025,0.01,0.884,1.001,126,14,8,0
"911",911,"P35247","f[(1)](id, age)",0.695,0.035,0.002,0.001,0.001,0.267,1.001,171,19,10,0
"912",912,"P35442","f[(2)](age), f[(1)](id, age)",0.219,0.346,0.002,0.012,0.011,0.41,1.002,189,21,11,0
"913",913,"P35443","f[(2)](age), f[(1)](id, age)",0.177,0.179,0.001,0.006,0.01,0.627,1.002,189,21,11,0
"914",914,"P35527","f[(1)](id, age)",0.301,0.012,0.001,0.004,0.001,0.68,1.001,189,21,11,0
"915",915,"P35555","f[(1)](id, age)",0.39,0.035,0.003,0.006,0.004,0.562,1.001,189,21,11,0
"916",916,"P35579","f[(2)](age), f[(1)](id, age)",0.111,0.149,0.005,0.003,0.001,0.731,1.001,189,21,11,0
"917",917,"P35590","f[(1)](id, age), f[(5)](group)",0.712,0.01,0.001,0.001,0.066,0.211,1.001,189,21,11,0
"918",918,"P35754","f[(1)](id, age)",0.409,0.005,0.019,0.002,0.015,0.551,1.002,142,16,11,0
"919",919,"P35813","f[(1)](id, age)",0.062,0.013,0.001,0.017,0,0.907,1.003,188,21,11,0
"920",920,"P35858","f[(1)](id, age), f[(2)](age)",0.662,0.257,0.001,0.02,0.008,0.052,1.002,189,21,11,0
"921",921,"P35968","f[(1)](id, age), f[(3)](diseaseAge)",0.558,0.013,0.063,0.009,0.005,0.352,1.011,171,19,9,0
"922",922,"P36222","f[(1)](id, age), f[(2)](age)",0.556,0.069,0.002,0.002,0.041,0.331,1.001,189,21,11,0
"923",923,"P36269","f[(1)](id, age), f[(5)](group)",0.632,0.001,0.002,0.035,0.063,0.267,1.002,157,18,11,0
"924",924,"P36871","f[(1)](id, age), f[(4)](sex, age)",0.215,0.046,0.002,0.063,0,0.673,1.002,189,21,11,0
"925",925,"P36955","f[(2)](age), f[(1)](id, age)",0.256,0.469,0.001,0.004,0.001,0.269,1.001,189,21,11,0
"926",926,"P36959","f[(1)](id, age), f[(2)](age)",0.129,0.062,0.002,0.023,0.006,0.779,1.003,171,19,10,0
"927",927,"P36980","f[(1)](id, age)",0.909,0.003,0.001,0.007,0.005,0.075,1.003,189,21,11,0
"928",928,"P37235","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.082,0.067,0.015,0.02,0.033,0.783,1.001,143,16,6,0
"929",929,"P37802","f[(2)](age), f[(1)](id, age)",0.097,0.13,0.001,0.012,0.001,0.759,1.002,189,21,11,0
"930",930,"P37837","f[(1)](id, age)",0.095,0.04,0.001,0.007,0,0.857,1.004,189,21,11,0
"931",931,"P38606","f[(1)](id, age)",0.211,0.024,0.003,0.007,0.012,0.744,1.012,184,21,11,0
"932",932,"P39060","f[(1)](id, age), f[(2)](age)",0.317,0.154,0.001,0.027,0.002,0.498,1.003,189,21,11,0
"933",933,"P40121","f[(1)](id, age), f[(2)](age)",0.36,0.022,0.003,0.015,0.016,0.583,1.001,162,18,11,0
"934",934,"P40189","f[(1)](id, age)",0.451,0.003,0.003,0.024,0.004,0.515,1.001,189,21,11,0
"935",935,"P40197","f[(1)](id, age), f[(2)](age)",0.375,0.076,0.001,0.014,0.002,0.533,1.003,189,21,11,0
"936",936,"P40227","f[(1)](id, age), f[(5)](group)",0.571,0.02,0.017,0.003,0.031,0.358,1.003,162,19,9,0
"937",937,"P40306","f[(1)](id, age), f[(2)](age)",0.209,0.065,0.026,0.006,0.002,0.693,1.001,144,16,8,0
"938",938,"P40925","f[(1)](id, age), f[(2)](age)",0.124,0.091,0.001,0.005,0,0.778,1.002,189,21,11,0
"939",939,"P40926","f[(2)](age), f[(1)](id, age)",0.151,0.167,0.004,0.003,0.014,0.662,1.003,171,19,10,0
"940",940,"P40967","f[(1)](id, age), f[(2)](age)",0.603,0.077,0,0.019,0.001,0.3,1.003,189,21,11,0
"941",941,"P41222","f[(1)](id, age), f[(2)](age)",0.26,0.154,0.006,0.005,0.001,0.574,1.001,189,21,11,0
"942",942,"P41226","f[(1)](id, age), f[(4)](sex, age)",0.206,0.024,0.002,0.066,0.006,0.697,1.002,153,17,10,0
"943",943,"P41240","f[(1)](id, age), f[(2)](age)",0.201,0.118,0.001,0.001,0.001,0.677,1.003,153,17,8,0
"944",944,"P41250","f[(2)](age), f[(1)](id, age)",0.033,0.109,0.013,0.027,0.001,0.816,1.002,171,19,9,0
"945",945,"P42126","f[(1)](id, age), f[(2)](age)",0.559,0.049,0.001,0.012,0.006,0.372,1.001,162,18,9,0
"946",946,"P42574","f[(2)](age), f[(1)](id, age)",0.144,0.201,0.004,0.002,0.003,0.645,1.002,125,14,5,0
"947",947,"P42785","f[(1)](id, age), f[(2)](age)",0.729,0.053,0.002,0.023,0.003,0.19,1.001,189,21,11,0
"948",948,"P43034","f[(1)](id, age), f[(2)](age)",0.064,0.062,0.001,0.007,0,0.866,1.001,189,21,11,0
"949",949,"P43121","f[(1)](id, age), f[(2)](age)",0.409,0.151,0.005,0.007,0.013,0.415,1.002,189,21,11,0
"950",950,"P43235","f[(1)](id, age), f[(4)](sex, age)",0.212,0.01,0.014,0.015,0.015,0.735,1.001,121,14,10,0
"951",951,"P43251","f[(1)](id, age)",0.853,0.015,0.001,0.001,0,0.13,1.001,189,21,11,0
"952",952,"P43405","f[(1)](id, age), f[(5)](group)",0.287,0.008,0.001,0.016,0.065,0.623,1.001,134,15,9,0
"953",953,"P43652","f[(2)](age), f[(1)](id, age)",0.274,0.428,0,0.004,0,0.294,1.001,189,21,11,0
"954",954,"P45877","f[(1)](id, age)",0.85,0.011,0.001,0.014,0.002,0.122,1.002,162,18,10,0
"955",955,"P45974","f[(2)](age), f[(1)](id, age)",0.164,0.21,0.002,0.001,0.002,0.622,1.003,180,20,10,0
"956",956,"P46108","f[(1)](id, age), f[(4)](sex, age)",0.424,0.017,0.011,0.099,0.008,0.44,1.001,99,11,8,0
"957",957,"P46109","f[(5)](group), f[(1)](id, age), f[(4)](sex, age)",0.084,0.01,0.006,0.054,0.109,0.738,1.003,140,16,11,0
"958",958,"P46531","f[(1)](id, age), f[(2)](age)",0.544,0.075,0.002,0.011,0.022,0.346,1.002,189,21,11,0
"959",959,"P47755","f[(1)](id, age), f[(5)](group), f[(4)](sex, age)",0.079,0.033,0.013,0.047,0.066,0.762,1.002,117,13,9,0
"960",960,"P48052","f[(1)](id, age), f[(2)](age)",0.505,0.082,0.006,0.009,0.018,0.379,1.001,162,18,11,0
"961",961,"P48059","f[(1)](id, age), f[(2)](age)",0.165,0.094,0.004,0.009,0.002,0.725,1.002,189,21,11,0
"962",962,"P48147","f[(1)](id, age), f[(4)](sex, age)",0.213,0.014,0.002,0.023,0.015,0.733,1.001,189,21,11,0
"963",963,"P48163","f[(1)](id, age)",0.518,0.024,0.017,0.001,0.002,0.438,1.002,189,21,11,0
"964",964,"P48304","f[(1)](id, age)",0.053,0.003,0.002,0.007,0,0.935,1.007,99,11,7,0
"965",965,"P48357","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.484,0.153,0.02,0.01,0.06,0.273,1.002,125,14,7,0
"966",966,"P48426","f[(2)](age), f[(1)](id, age)",0.098,0.114,0.003,0.013,0.01,0.762,1.001,189,21,11,0
"967",967,"P48506","f[(2)](age), f[(1)](id, age)",0.131,0.412,0.016,0.01,0.002,0.429,1.004,189,21,11,0
"968",968,"P48637","f[(1)](id, age), f[(2)](age)",0.547,0.034,0.005,0.02,0.014,0.38,1.001,189,21,11,0
"969",969,"P48723","f[(1)](id, age), f[(2)](age)",0.568,0.101,0,0.002,0.028,0.299,1.001,180,20,10,0
"970",970,"P48735","f[(2)](age), f[(1)](id, age)",0.111,0.128,0.001,0.04,0.004,0.717,1.001,126,14,8,0
"971",971,"P48740.1","f[(1)](id, age), f[(2)](age)",0.486,0.172,0.002,0.013,0,0.327,1.001,189,21,11,0
"972",972,"P48740.2","f[(1)](id, age), f[(2)](age)",0.317,0.077,0.003,0.004,0.011,0.587,1.001,189,21,11,0
"973",973,"P48745","f[(1)](id, age), f[(2)](age)",0.095,0.073,0.012,0.007,0.011,0.803,1.002,189,21,11,0
"974",974,"P48960","f[(1)](id, age), f[(2)](age)",0.508,0.037,0.002,0.008,0.007,0.437,1.002,184,21,11,0
"975",975,"P49247","f[(1)](id, age), f[(2)](age), f[(4)](sex, age), f[(5)](group)",0.314,0.217,0.014,0.058,0.037,0.36,1.002,99,11,6,0
"976",976,"P49257","f[(1)](id, age)",0.785,0.005,0.001,0.003,0.001,0.205,1.001,189,21,11,0
"977",977,"P49407","f[(2)](age), f[(1)](id, age)",0.099,0.113,0.001,0.017,0,0.77,1.001,189,21,11,0
"978",978,"P49588","f[(1)](id, age), f[(2)](age)",0.156,0.035,0.001,0.014,0.034,0.76,1.002,180,20,10,0
"979",979,"P49591","f[(1)](id, age)",0.22,0.004,0.002,0.004,0,0.769,1.001,108,12,5,0
"980",980,"P49593","f[(2)](age), f[(1)](id, age)",0.065,0.082,0.001,0.024,0.003,0.826,1.002,153,17,10,0
"981",981,"P49641","f[(1)](id, age), f[(5)](group)",0.691,0.004,0,0.042,0.067,0.196,1.001,189,21,11,0
"982",982,"P49721","f[(1)](id, age), f[(5)](group), f[(3)](diseaseAge)",0.225,0.026,0.038,0.003,0.042,0.666,1.001,144,16,7,0
"983",983,"P49746","f[(2)](age), f[(1)](id, age)",0.244,0.322,0.004,0.008,0.028,0.394,1.002,189,21,11,0
"984",984,"P49773","f[(2)](age), f[(1)](id, age)",0.07,0.147,0.002,0.006,0.007,0.769,1.001,189,21,11,0
"985",985,"P49908","f[(1)](id, age)",0.337,0.007,0.001,0.002,0.001,0.652,1.002,189,21,11,0
"986",986,"P50395","f[(2)](age), f[(1)](id, age)",0.056,0.067,0.001,0.007,0.001,0.869,1.002,189,21,11,0
"987",987,"P50453","f[(1)](id, age), f[(4)](sex, age)",0.283,0.012,0.002,0.058,0.029,0.616,1.001,162,18,11,0
"988",988,"P50502","f[(2)](age), f[(1)](id, age)",0.121,0.165,0.002,0.012,0,0.7,1.002,162,18,9,0
"989",989,"P50552","f[(2)](age), f[(1)](id, age)",0.099,0.117,0.002,0.027,0.001,0.753,1.001,189,21,11,0
"990",990,"P50990","f[(2)](age), f[(1)](id, age)",0.034,0.063,0.002,0.02,0.003,0.879,1.002,189,21,11,0
"991",991,"P51149","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.139,0.12,0.003,0.027,0.022,0.69,1.003,180,20,11,0
"992",992,"P51452","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.19,0.06,0.01,0.045,0.004,0.69,1.004,168,19,10,0
"993",993,"P51693","f[(2)](age), f[(1)](id, age)",0.164,0.477,0.002,0.008,0.005,0.344,1.003,189,21,11,0
"994",994,"P51884","f[(1)](id, age)",0.622,0.015,0.002,0.013,0.012,0.337,1.002,189,21,11,0
"995",995,"P52209","f[(1)](id, age)",0.105,0.016,0.004,0.007,0.001,0.868,1.001,189,21,11,0
"996",996,"P52306","f[(1)](id, age), f[(5)](group)",0.066,0.016,0.006,0.023,0.03,0.859,1.002,160,18,11,0
"997",997,"P52565","f[(2)](age), f[(1)](id, age)",0.069,0.07,0.001,0.009,0,0.851,1.004,189,21,11,0
"998",998,"P52566","f[(1)](id, age), f[(2)](age)",0.102,0.085,0.001,0.007,0.001,0.803,1.003,189,21,11,0
"999",999,"P52788","f[(1)](id, age)",0.505,0.003,0.001,0.007,0.008,0.477,1.001,100,14,9,0
"1000",1000,"P52790","f[(1)](id, age), f[(2)](age)",0.279,0.098,0.002,0.012,0.005,0.603,1.002,180,20,10,0
"1001",1001,"P52799","f[(1)](id, age)",0.51,0.012,0.004,0.006,0.002,0.466,1.001,99,11,6,0
"1002",1002,"P52848","f[(1)](id, age), f[(2)](age)",0.461,0.154,0.001,0.007,0.001,0.377,1.002,180,20,10,0
"1003",1003,"P52888","f[(1)](id, age), f[(2)](age)",0.715,0.045,0.001,0.006,0.001,0.233,1.001,189,21,11,0
"1004",1004,"P52907","f[(2)](age), f[(1)](id, age)",0.069,0.119,0.001,0.012,0,0.799,1.002,189,21,11,0
"1005",1005,"P53004","f[(1)](id, age), f[(2)](age)",0.179,0.145,0.002,0.002,0.001,0.672,1.001,171,19,9,0
"1006",1006,"P53396","f[(2)](age), f[(1)](id, age)",0.122,0.291,0.002,0.001,0.001,0.583,1.001,135,15,7,0
"1007",1007,"P53634","f[(1)](id, age)",0.715,0.011,0.001,0.004,0,0.269,1.001,189,21,11,0
"1008",1008,"P54289","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.49,0.095,0.011,0.017,0.034,0.353,1.001,189,21,11,0
"1009",1009,"P54577","f[(1)](id, age), f[(2)](age)",0.05,0.035,0.003,0.011,0.003,0.898,1.001,117,13,6,0
"1010",1010,"P54727","f[(1)](id, age), f[(2)](age)",0.239,0.075,0.005,0.003,0.013,0.666,1.001,135,15,6,0
"1011",1011,"P54760","f[(1)](id, age), f[(2)](age)",0.348,0.084,0.004,0.002,0.001,0.562,1.007,153,17,11,0
"1012",1012,"P54802","f[(1)](id, age), f[(2)](age)",0.571,0.103,0.002,0.033,0.008,0.284,1.002,189,21,11,0
"1013",1013,"P54920","f[(1)](id, age), f[(2)](age)",0.07,0.052,0.002,0.006,0.008,0.861,1.001,189,21,11,0
"1014",1014,"P55000","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.334,0.023,0.017,0.013,0.043,0.571,1.001,180,20,11,0
"1015",1015,"P55056","f[(1)](id, age)",0.74,0.001,0.001,0.007,0,0.251,1.001,189,21,11,0
"1016",1016,"P55058","f[(1)](id, age), f[(2)](age)",0.525,0.071,0.003,0.012,0.008,0.381,1.001,189,21,11,0
"1017",1017,"P55072","f[(2)](age), f[(1)](id, age)",0.037,0.061,0.003,0.01,0.001,0.887,1.003,189,21,11,0
"1018",1018,"P55103","f[(2)](age), f[(1)](id, age)",0.209,0.308,0.003,0.018,0.004,0.458,1.001,189,21,11,0
"1019",1019,"P55268","f[(1)](id, age), f[(2)](age)",0.315,0.18,0.005,0.007,0.002,0.491,1.001,189,21,11,0
"1020",1020,"P55285","f[(1)](id, age), f[(2)](age)",0.369,0.212,0.007,0.001,0.002,0.41,1.001,189,21,11,0
"1021",1021,"P55287","f[(1)](id, age), f[(2)](age)",0.4,0.176,0.001,0.034,0.003,0.386,1.002,189,21,11,0
"1022",1022,"P55291","f[(1)](id, age), f[(4)](sex, age)",0.309,0.014,0.013,0.022,0.003,0.639,1.001,189,21,11,0
"1023",1023,"P55957","f[(2)](age), f[(1)](id, age), f[(4)](sex, age)",0.075,0.078,0.011,0.069,0.009,0.757,1.002,171,19,11,0
"1024",1024,"P56199","f[(1)](id, age), f[(2)](age)",0.613,0.042,0.002,0.01,0.002,0.331,1.001,189,21,11,0
"1025",1025,"P58546","f[(2)](age), f[(1)](id, age)",0.039,0.104,0.001,0.023,0.001,0.832,1.002,189,21,11,0
"1026",1026,"P59666","f[(1)](id, age)",0.367,0.008,0.001,0.01,0,0.613,1.002,189,21,11,0
"1027",1027,"P60022","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge), f[(5)](group)",0.333,0.102,0.047,0.028,0.032,0.457,1.002,114,13,4,0
"1028",1028,"P60174","f[(2)](age), f[(1)](id, age)",0.047,0.073,0.001,0.006,0,0.872,1.002,189,21,11,0
"1029",1029,"P60709","f[(2)](age), f[(1)](id, age)",0.071,0.099,0.002,0.018,0.002,0.809,1.003,189,21,11,0
"1030",1030,"P60842","f[(1)](id, age), f[(2)](age)",0.066,0.048,0.001,0.017,0.001,0.866,1.001,189,21,11,0
"1031",1031,"P60953","f[(1)](id, age), f[(5)](group)",0.275,0.014,0.004,0.005,0.092,0.61,1.002,162,18,8,0
"1032",1032,"P60981","f[(2)](age), f[(1)](id, age)",0.061,0.096,0.004,0.007,0,0.831,1.002,171,19,10,0
"1033",1033,"P61019","f[(5)](group), f[(1)](id, age), f[(2)](age)",0.163,0.121,0.004,0.023,0.166,0.523,1.002,99,11,7,0
"1034",1034,"P61020","f[(1)](id, age), f[(4)](sex, age)",0.125,0.015,0.006,0.041,0.001,0.812,1.003,126,14,7,0
"1035",1035,"P61081","f[(1)](id, age), f[(4)](sex, age)",0.055,0.005,0.011,0.023,0.021,0.885,1.002,98,11,7,0
"1036",1036,"P61086","f[(1)](id, age), f[(2)](age)",0.221,0.049,0.001,0.002,0.011,0.716,1.001,125,14,5,0
"1037",1037,"P61088","f[(1)](id, age), f[(2)](age)",0.142,0.11,0.003,0.001,0.008,0.736,1.001,162,18,8,0
"1038",1038,"P61106","f[(1)](id, age), f[(2)](age)",0.201,0.154,0.001,0.011,0.015,0.618,1.001,171,19,9,0
"1039",1039,"P61158","f[(2)](age), f[(1)](id, age)",0.067,0.081,0.002,0.025,0.002,0.823,1.003,189,21,11,0
"1040",1040,"P61160","f[(2)](age), f[(1)](id, age)",0.079,0.082,0.004,0.021,0.001,0.813,1.001,189,21,11,0
"1041",1041,"P84077","f[(1)](id, age), f[(2)](age)",0.142,0.056,0.006,0.037,0,0.758,1.001,189,21,11,0
"1042",1042,"P61224","f[(1)](id, age), f[(2)](age)",0.279,0.104,0.003,0.02,0.014,0.581,1.001,189,21,11,0
"1043",1043,"P61626","f[(1)](id, age)",0.667,0.003,0.001,0.001,0.002,0.326,1.001,189,21,11,0
"1044",1044,"P61769","f[(1)](id, age), f[(5)](group)",0.716,0.031,0.007,0.008,0.042,0.195,1.002,189,21,11,0
"1045",1045,"P61970","f[(2)](age), f[(1)](id, age)",0.132,0.247,0.01,0.022,0.001,0.588,1.001,180,20,10,0
"1046",1046,"P61981","f[(1)](id, age), f[(2)](age)",0.078,0.05,0.001,0.013,0.001,0.857,1.002,189,21,11,0
"1047",1047,"P62136","f[(4)](sex, age), f[(1)](id, age), f[(2)](age)",0.062,0.038,0.001,0.076,0.016,0.807,1.003,153,17,11,0
"1048",1048,"P62258","f[(1)](id, age), f[(2)](age)",0.071,0.055,0.002,0.014,0,0.857,1.003,189,21,11,0
"1049",1049,"P62263","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.264,0.092,0.003,0.015,0.231,0.395,1.001,144,16,9,0
"1050",1050,"P62328","f[(1)](id, age), f[(2)](age)",0.115,0.068,0.002,0.011,0.001,0.803,1.003,189,21,11,0
"1051",1051,"P62805","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.122,0.035,0.004,0.014,0.041,0.784,1.002,135,15,10,0
"1052",1052,"P62820","f[(1)](id, age)",0.723,0.041,0,0.005,0.001,0.23,1.002,189,21,11,0
"1053",1053,"P62937","f[(1)](id, age), f[(2)](age)",0.095,0.053,0.001,0.01,0.001,0.839,1.002,189,21,11,0
"1054",1054,"P62942","f[(1)](id, age), f[(2)](age)",0.061,0.035,0.002,0.014,0.001,0.887,1.002,189,21,11,0
"1055",1055,"P62993","f[(1)](id, age), f[(2)](age)",0.105,0.047,0.003,0.038,0.003,0.804,1.002,171,19,11,0
"1056",1056,"P63104","f[(2)](age), f[(1)](id, age)",0.056,0.099,0.002,0.018,0.003,0.823,1.002,189,21,11,0
"1057",1057,"P63208","f[(1)](id, age), f[(2)](age)",0.624,0.105,0.001,0.003,0.02,0.247,1.002,144,16,8,0
"1058",1058,"P63241","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.211,0.056,0.001,0.007,0.054,0.671,1.001,171,19,9,0
"1059",1059,"P67936","f[(2)](age), f[(1)](id, age)",0.072,0.114,0.002,0.02,0.001,0.791,1.002,189,21,11,0
"1060",1060,"P67936.1","f[(2)](age), f[(1)](id, age)",0.103,0.132,0.003,0.018,0.001,0.743,1.002,189,21,11,0
"1061",1061,"P68133","f[(1)](id, age), f[(2)](age)",0.338,0.047,0.002,0.041,0,0.571,1.001,189,21,11,0
"1062",1062,"P68036","f[(2)](age), f[(5)](group)",0.015,0.205,0.003,0.01,0.023,0.744,1.001,99,11,2,0
"1063",1063,"P68363","f[(1)](id, age), f[(2)](age)",0.233,0.058,0.01,0.005,0.003,0.69,1.001,189,21,11,0
"1064",1064,"P68366","f[(1)](id, age), f[(2)](age)",0.219,0.137,0.009,0.016,0.001,0.618,1.002,189,21,11,0
"1065",1065,"P68371","f[(1)](id, age), f[(2)](age)",0.205,0.083,0.002,0.025,0.001,0.684,1.001,171,19,9,0
"1066",1066,"P68871","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.672,0.068,0.015,0.036,0.002,0.205,1.003,189,21,11,0
"1067",1067,"P69892","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.594,0.056,0.028,0.006,0.08,0.237,1.002,135,15,5,0
"1068",1068,"P69905","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.626,0.088,0.016,0.047,0.001,0.222,1.008,189,21,11,0
"1069",1069,"P78324","f[(1)](id, age), f[(5)](group)",0.731,0.015,0.001,0.002,0.041,0.211,1.006,189,21,11,0
"1070",1070,"P78371","f[(1)](id, age)",0.206,0.025,0.001,0.003,0.012,0.753,1.002,144,16,7,0
"1071",1071,"P78417","f[(2)](age), f[(1)](id, age)",0.087,0.116,0.001,0.014,0,0.782,1.002,189,21,11,0
"1072",1072,"P78504","f[(1)](id, age)",0.627,0.027,0.004,0.006,0,0.336,1.001,189,21,11,0
"1073",1073,"P78536","f[(1)](id, age)",0.675,0.009,0.001,0.003,0.01,0.302,1.001,180,20,11,0
"1074",1074,"P78552","f[(1)](id, age), f[(3)](diseaseAge)",0.37,0.01,0.04,0.036,0.002,0.542,1.001,189,21,11,0
"1075",1075,"P80108","f[(1)](id, age), f[(2)](age)",0.483,0.142,0.005,0.01,0.001,0.359,1.002,189,21,11,0
"1076",1076,"P80188","f[(1)](id, age), f[(2)](age)",0.465,0.038,0.003,0,0.024,0.469,1.001,189,21,11,0
"1077",1077,"P80511","NA, noise",0.023,0.004,0.005,0.009,0.002,0.957,1.001,117,13,7,0
"1078",1078,"P80723","f[(1)](id, age), f[(2)](age)",0.464,0.139,0.001,0.027,0.001,0.368,1.003,189,21,11,0
"1079",1079,"P81172","f[(1)](id, age), f[(3)](diseaseAge)",0.205,0.012,0.055,0.003,0.029,0.696,1.001,123,14,7,0
"1080",1080,"P81605","f[(1)](id, age), f[(5)](group)",0.399,0.003,0.001,0.016,0.08,0.502,1.001,135,16,9,0
"1081",1081,"P98095","f[(1)](id, age), f[(2)](age)",0.663,0.07,0.001,0.009,0.006,0.251,1.001,189,21,11,0
"1082",1082,"P98160","f[(1)](id, age), f[(2)](age)",0.176,0.09,0.002,0.011,0,0.721,1.005,189,21,11,0
"1083",1083,"P98161","f[(1)](id, age), f[(2)](age)",0.327,0.099,0.002,0.006,0.009,0.557,1.001,189,21,11,0
"1084",1084,"Q01459","f[(1)](id, age), f[(2)](age)",0.405,0.101,0.008,0.005,0,0.48,1.002,189,21,11,0
"1085",1085,"Q01469","f[(1)](id, age), f[(2)](age)",0.151,0.058,0.02,0.011,0.001,0.759,1.002,180,20,11,0
"1086",1086,"Q01518","f[(2)](age), f[(1)](id, age)",0.097,0.118,0.003,0.01,0.001,0.77,1.003,189,21,11,0
"1087",1087,"Q01523","f[(1)](id, age), f[(2)](age)",0.479,0.178,0.01,0.008,0.028,0.296,1.001,144,16,10,0
"1088",1088,"Q01973","f[(1)](id, age)",0.378,0.025,0.006,0.003,0.012,0.576,1.001,126,14,8,0
"1089",1089,"Q02413","f[(1)](id, age), f[(4)](sex, age)",0.216,0.018,0.002,0.099,0.019,0.648,1.001,153,17,11,0
"1090",1090,"Q02487","f[(1)](id, age), f[(2)](age)",0.395,0.164,0.026,0.006,0.009,0.4,1.001,189,21,11,0
"1091",1091,"Q02747","f[(1)](id, age), f[(5)](group)",0.645,0.001,0.002,0.006,0.094,0.251,1.001,171,19,10,0
"1092",1092,"Q02763","f[(1)](id, age)",0.459,0.018,0.002,0.026,0.005,0.491,1.001,189,21,11,0
"1093",1093,"Q02818","f[(1)](id, age), f[(2)](age)",0.256,0.129,0.003,0.023,0.021,0.568,1.002,189,21,11,0
"1094",1094,"Q02952","f[(1)](id, age), f[(4)](sex, age)",0.48,0.008,0.001,0.072,0.017,0.422,1.001,180,20,10,0
"1095",1095,"Q02985","f[(1)](id, age)",0.792,0.007,0.005,0.006,0.003,0.187,1.003,189,21,11,0
"1096",1096,"Q03154","f[(1)](id, age), f[(2)](age)",0.11,0.081,0.006,0.011,0.002,0.79,1.001,189,21,11,0
"1097",1097,"Q03167","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.448,0.117,0.001,0.082,0.02,0.332,1.001,189,21,11,0
"1098",1098,"Q03591","f[(1)](id, age)",0.942,0.002,0.001,0.004,0.012,0.038,1.002,189,21,11,0
"1099",1099,"Q04446","f[(1)](id, age), f[(4)](sex, age)",0.435,0.005,0.002,0.053,0,0.504,1.001,189,21,11,0
"1100",1100,"Q04721","f[(1)](id, age), f[(2)](age)",0.426,0.117,0.001,0.015,0.015,0.426,1.002,189,21,11,0
"1101",1101,"Q04756","f[(1)](id, age)",0.514,0.002,0,0.039,0.002,0.443,1.002,189,21,11,0
"1102",1102,"Q04760","f[(2)](age), f[(1)](id, age)",0.069,0.216,0.002,0.006,0.007,0.7,1.002,171,19,10,0
"1103",1103,"Q04917","f[(1)](id, age), f[(2)](age)",0.163,0.112,0.002,0.008,0,0.714,1.002,189,21,11,0
"1104",1104,"Q05655","f[(4)](sex, age), f[(1)](id, age), f[(2)](age), f[(5)](group)",0.119,0.078,0.029,0.134,0.042,0.597,1.004,132,15,9,0
"1105",1105,"Q05682","f[(2)](age), f[(1)](id, age)",0.07,0.115,0.001,0.012,0,0.802,1.002,189,21,11,0
